	0
YEL066W_fc	1
YEL071W_fc	1
YEL071W_fc_intermediate_1	1
YEL071W_fc_intermediate_2	1
YEL071W_fc_intermediate_3	1
YEL072W_fc	1
YER001W_fc	1
YER001W_fc_intermediate_1	1
YER002W_fc	1
YER003C_fc	1
YER004W_fc	1
YER004W_fc_andNotIntermediate	1
YER004W_fc_intermediate_1	1
YER006W_fc	1
YER009W_fc	1
YER010C_fc	1
YER012W_fc	1
YER017C_fc	1
YER020W_fc	1
YER021W_fc	1
YER023W_fc	1
YER024W_fc	1
YER025W_fc	1
YER025W_fc_andNotIntermediate	1
YER025W_fc_intermediate_1	1
YER025W_fc_intermediate_2	1
YER026C_fc	1
YER027C_fc	1
YER029C_fc	1
YER031C_fc	1
YER035W_fc	1
YER035W_fc_intermediate_1	1
YER036C_fc	1
YER037W_fc	1
YER037W_fc_intermediate_1	1
YER037W_fc_intermediate_2	1
YER040W_fc	1
YER043C_fc	1
YER043C_fc_intermediate_1	1
YER043C_fc_intermediate_2	1
YER044C_fc	1
YER044C_fc_intermediate_1	1
YER044C_fc_intermediate_2	1
YER044C_fc_intermediate_3	1
YER046W_fc	1
YER048C_fc	1
YER049W_fc	1
YER052C_fc	1
YER053C_fc	1
YER053C_fc_andNotIntermediate	1
YER053C_fc_intermediate_1	1
YER053C_fc_intermediate_2	1
YER053C_fc_intermediate_3	1
YER055C_fc	1
YER055C_fc_intermediate_1	1
YER055C_fc_intermediate_2	1
YER056C_fc	1
YER056C_fc_intermediate_1	1
YER056C_fc_intermediate_2	1
YER057C_fc	1
YER062C_fc	1
YER062C_fc_andNotIntermediate	1
YER062C_fc_intermediate_1	1
YER062C_fc_intermediate_2	1
YER063W_fc	1
YER065C_fc	1
YER067W_fc	1
YER067W_fc_andNotIntermediate	1
YER067W_fc_intermediate_1	1
YER068W_fc	1
YER069W_fc	1
YER070W_fc	1
YER072W_fc	1
YER072W_fc_intermediate_1	1
YER072W_fc_intermediate_2	1
YER073W_fc	1
YER073W_fc_intermediate_1	1
YER074W_fc	1
YER078C_fc	1
YER079W_fc	1
YER079W_fc_intermediate_1	1
YER080W_fc	1
YER081W_fc	1
YER083C_fc	1
YER086W_fc	1
YER088C_fc	1
YER089C_fc	1
YER090W_fc	1
YER091C_fc	1
YER091C_fc_intermediate_1	1
YER091C_fc_intermediate_2	1
YER091C_fc_intermediate_3	1
YER092W_fc	1
YER094C_fc	1
YER095W_fc	1
YER095W_fc_andNotIntermediate	1
YER095W_fc_intermediate_1	1
YER099C_fc	1
YER100W_fc	1
YER102W_fc	1
YER103W_fc	1
YER103W_fc_intermediate_1	1
YER107C_fc	1
YER110C_fc	1
YER111C_fc	1
YER115C_fc	1
YER116C_fc	1
YER117W_fc	1
YER118C_fc	1
YER119C_fc	1
YER120W_fc	1
YER122C_fc	1
YER123W_fc	1
YER124C_fc	1
YER124C_fc_intermediate_1	1
YER125W_fc	1
YER126C_fc	1
YER130C_fc	1
YER131W_fc	1
YER131W_fc_intermediate_1	1
YER131W_fc_intermediate_2	1
YER133W_fc	1
YER134C_fc	1
YER136W_fc	1
YER141W_fc	1
YER141W_fc_intermediate_1	1
YER141W_fc_intermediate_2	1
YER142C_fc	1
YER143W_fc	1
YER144C_fc	1
YER145C_fc	1
YER145C_fc_intermediate_1	1
YER145C_fc_intermediate_2	1
YER145C_fc_intermediate_3	1
YER146W_fc	1
YER146W_fc_intermediate_1	1
YER146W_fc_intermediate_2	1
YER148W_fc	1
YER150W_fc	1
YER150W_fc_intermediate_1	1
YER150W_fc_intermediate_2	1
YER152C_fc	1
YER154W_fc	1
YER154W_fc_intermediate_1	1
YER154W_fc_intermediate_2	1
YER155C_fc	1
YER156C_fc	1
YER159C_fc	1
YER161C_fc	1
YER163C_fc	1
YER165W_fc	1
YER169W_fc	1
YER175C_fc	1
YER176W_fc	1
YER177W_fc	1
YER178W_fc	1
YER178W_fc_intermediate_1	1
YER183C_fc	1
YFL004W_fc	1
YFL005W_fc	1
YFL010C_fc	1
YFL014W_fc	1
YFL014W_fc_intermediate_1	1
YFL014W_fc_intermediate_2	1
YFL014W_fc_intermediate_3	1
YFL016C_fc	1
YFL016C_fc_intermediate_1	1
YFL017C_fc	1
YFL018C_fc	1
YFL021W_fc	1
YFL021W_fc_intermediate_1	1
YFL021W_fc_intermediate_2	1
YFL021W_fc_intermediate_3	1
YFL022C_fc	1
YFL022C_fc_intermediate_1	1
YFL022C_fc_intermediate_2	1
YFL028C_fc	1
YFL031W_fc	1
YFL037W_fc	1
YFL038C_fc	1
YFL039C_fc	1
YFL039C_fc_intermediate_1	1
YFL039C_fc_intermediate_2	1
YFL041W_fc	1
YFL045C_fc	1
YFL048C_fc	1
YFR004W_fc	1
YFR006W_fc	1
YFR009W_fc	1
YFR010W_fc	1
YFR011C_fc	1
YFR014C_fc	1
YFR015C_fc	1
YFR016C_fc	1
YFR017C_fc	1
YFR025C_fc	1
YFR030W_fc	1
YFR033C_fc	1
YFR033C_fc_intermediate_1	1
YFR033C_fc_intermediate_2	1
YFR034C_fc	1
YFR037C_fc	1
YFR041C_fc	1
YFR042W_fc	1
YFR044C_fc	1
YFR047C_fc	1
YFR049W_fc	1
YFR050C_fc	1
YFR051C_fc	1
YFR052W_fc	1
YFR053C_fc	1
YFR053C_fc_andNotIntermediate	1
YFR053C_fc_intermediate_1	1
YFR053C_fc_intermediate_2	1
YFR055W_fc	1
YGL001C_fc	1
YGL002W_fc	1
YGL004C_fc	1
YGL005C_fc	1
YGL006W_fc	1
YGL008C_fc	1
YGL008C_fc_andNotIntermediate	1
YGL008C_fc_intermediate_1	1
YGL008C_fc_intermediate_2	1
YGL009C_fc	1
YGL010W_fc	1
YGL011C_fc	1
YGL012W_fc	1
YGL013C_fc	1
YGL019W_fc	1
YGL020C_fc	1
YGL021W_fc	1
YGL022W_fc	1
YGL026C_fc	1
YGL027C_fc	1
YGL028C_fc	1
YGL028C_fc_intermediate_1	1
YGL028C_fc_intermediate_2	1
YGL029W_fc	1
YGL030W_fc	1
YGL031C_fc	1
YGL035C_fc	1
YGL037C_fc	1
YGL037C_fc_intermediate_1	1
YGL037C_fc_intermediate_2	1
YGL038C_fc	1
YGL039W_fc	1
YGL040C_fc	1
YGL043W_fc	1
YGL047W_fc	1
YGL048C_fc	1
YGL050W_fc	1
YGL054C_fc	1
YGL054C_fc_intermediate_1	1
YGL055W_fc	1
YGL055W_fc_intermediate_1	1
YGL055W_fc_intermediate_2	1
YGL056C_fc	1
YGL056C_fc_intermediate_1	1
YGL056C_fc_intermediate_2	1
YGL058W_fc	1
YGL058W_fc_intermediate_1	1
YGL059W_fc	1
YGL062W_fc	1
YGL062W_fc_andNotIntermediate	1
YGL062W_fc_intermediate_1	1
YGL062W_fc_intermediate_2	1
YGL062W_fc_intermediate_3	1
YGL068W_fc	1
YGL070C_fc	1
YGL071W_fc	1
YGL073W_fc	1
YGL076C_fc	1
YGL077C_fc	1
YGL078C_fc	1
YGL084C_fc	1
YGL087C_fc	1
YGL096W_fc	1
YGL096W_fc_intermediate_1	1
YGL096W_fc_intermediate_2	1
YGL097W_fc	1
YGL100W_fc	1
YGL100W_fc_intermediate_1	1
YGL101W_fc	1
YGL101W_fc_intermediate_1	1
YGL103W_fc	1
YGL103W_fc_intermediate_1	1
YGL103W_fc_intermediate_2	1
YGL105W_fc	1
YGL115W_fc	1
YGL117W_fc	1
YGL120C_fc	1
YGL121C_fc	1
YGL122C_fc	1
YGL123W_fc	1
YGL123W_fc_intermediate_1	1
YGL127C_fc	1
YGL135W_fc	1
YGL135W_fc_intermediate_1	1
YGL135W_fc_intermediate_2	1
YGL136C_fc	1
YGL145W_fc	1
YGL147C_fc	1
YGL148W_fc	1
YGL154C_fc	1
YGL157W_fc	1
YGL159W_fc	1
YGL161C_fc	1
YGL166W_fc	1
YGL167C_fc	1
YGL171W_fc	1
YGL173C_fc	1
YGL181W_fc	1
YGL186C_fc	1
YGL187C_fc	1
YGL189C_fc	1
YGL190C_fc	1
YGL191W_fc	1
YGL195W_fc	1
YGL196W_fc	1
YGL198W_fc	1
YGL200C_fc	1
YGL202W_fc	1
YGL207W_fc	1
YGL208W_fc	1
YGL209W_fc	1
YGL213C_fc	1
YGL215W_fc	1
YGL219C_fc	1
YGL221C_fc	1
YGL224C_fc	1
YGL225W_fc	1
YGL226W_fc	1
YGL228W_fc	1
YGL231C_fc	1
YGL232W_fc	1
YGL234W_fc	1
YGL234W_fc_intermediate_1	1
YGL237C_fc	1
YGL238W_fc	1
YGL242C_fc	1
YGL245W_fc	1
YGL246C_fc	1
YGL250W_fc	1
YGL252C_fc	1
YGL253W_fc	1
YGL253W_fc_intermediate_1	1
YGL253W_fc_intermediate_2	1
YGL256W_fc	1
YGR002C_fc	1
YGR007W_fc	1
YGR008C_fc	1
YGR008C_fc_intermediate_1	1
YGR008C_fc_intermediate_2	1
YGR014W_fc	1
YGR017W_fc	1
YGR019W_fc	1
YGR019W_fc_intermediate_1	1
YGR020C_fc	1
YGR027C_fc	1
YGR028W_fc	1
YGR031W_fc	1
YGR032W_fc	1
YGR032W_fc_intermediate_1	1
YGR032W_fc_intermediate_2	1
YGR033C_fc	1
YGR033C_fc_intermediate_1	1
YGR034W_fc	1
YGR037C_fc	1
YGR037C_fc_intermediate_1	1
YGR037C_fc_intermediate_2	1
YGR038W_fc	1
YGR041W_fc	1
YGR043C_fc	1
YGR044C_fc	1
YGR046W_fc	1
YGR048W_fc	1
YGR049W_fc	1
YGR054W_fc	1
YGR055W_fc	1
YGR060W_fc	1
YGR060W_fc_intermediate_1	1
YGR060W_fc_intermediate_2	1
YGR061C_fc	1
YGR065C_fc	1
YGR067C_fc	1
YGR074W_fc	1
YGR077C_fc	1
YGR078C_fc	1
YGR079W_fc	1
YGR080W_fc	1
YGR082W_fc	1
YGR084C_fc	1
YGR085C_fc	1
YGR086C_fc	1
YGR086C_fc_intermediate_1	1
YGR086C_fc_intermediate_2	1
YGR086C_fc_intermediate_3	1
YGR086C_fc_intermediate_4	1
YGR088W_fc	1
YGR088W_fc_intermediate_1	1
YGR088W_fc_intermediate_2	1
YGR094W_fc	1
YGR094W_fc_intermediate_1	1
YGR094W_fc_intermediate_2	1
YGR102C_fc	1
YGR103W_fc	1
YGR103W_fc_andNotIntermediate	1
YGR103W_fc_intermediate_1	1
YGR105W_fc	1
YGR106C_fc	1
YGR108W_fc	1
YGR108W_fc_andNotIntermediate	1
YGR108W_fc_intermediate_1	1
YGR110W_fc	1
YGR111W_fc	1
YGR116W_fc	1
YGR118W_fc	1
YGR121C_fc	1
YGR122W_fc	1
YGR122W_fc_intermediate_1	1
YGR123C_fc	1
YGR124W_fc	1
YGR125W_fc	1
YGR125W_fc_intermediate_1	1
YGR128C_fc	1
YGR130C_fc	1
YGR130C_fc_intermediate_1	1
YGR132C_fc	1
YGR135W_fc	1
YGR141W_fc	1
YGR142W_fc	1
YGR147C_fc	1
YGR148C_fc	1
YGR155W_fc	1
YGR155W_fc_intermediate_1	1
YGR155W_fc_intermediate_2	1
YGR157W_fc	1
YGR157W_fc_intermediate_1	1
YGR158C_fc	1
YGR159C_fc	1
YGR159C_fc_andNotIntermediate	1
YGR159C_fc_intermediate_1	1
YGR159C_fc_intermediate_2	1
YGR161C_fc	1
YGR161C_fc_intermediate_1	1
YGR167W_fc	1
YGR172C_fc	1
YGR173W_fc	1
YGR174C_fc	1
YGR175C_fc	1
YGR175C_fc_intermediate_1	1
YGR178C_fc	1
YGR180C_fc	1
YGR180C_fc_intermediate_1	1
YGR180C_fc_intermediate_2	1
YGR181W_fc	1
YGR183C_fc	1
YGR183C_fc_intermediate_1	1
YGR185C_fc	1
YGR186W_fc	1
YGR187C_fc	1
YGR189C_fc	1
YGR189C_fc_andNotIntermediate	1
YGR189C_fc_intermediate_1	1
YGR189C_fc_intermediate_2	1
YGR189C_fc_intermediate_3	1
YGR191W_fc	1
YGR192C_fc	1
YGR193C_fc	1
YGR195W_fc	1
YGR198W_fc	1
YGR200C_fc	1
YGR201C_fc	1
YGR202C_fc	1
YGR203W_fc	1
YGR203W_fc_intermediate_1	1
YGR204W_fc	1
YGR204W_fc_intermediate_1	1
YGR204W_fc_intermediate_2	1
YGR209C_fc	1
YGR209C_fc_intermediate_1	1
YGR210C_fc	1
YGR211W_fc	1
YGR214W_fc	1
YGR214W_fc_intermediate_1	1
YGR215W_fc	1
YGR218W_fc	1
YGR220C_fc	1
YGR223C_fc	1
YGR229C_fc	1
YGR230W_fc	1
YGR231C_fc	1
YGR232W_fc	1
YGR233C_fc	1
YGR234W_fc	1
YGR234W_fc_intermediate_1	1
YGR234W_fc_intermediate_2	1
YGR234W_fc_intermediate_3	1
YGR235C_fc	1
YGR240C_fc	1
YGR243W_fc	1
YGR243W_fc_intermediate_1	1
YGR244C_fc	1
YGR245C_fc	1
YGR246C_fc	1
YGR248W_fc	1
YGR248W_fc_intermediate_1	1
YGR248W_fc_intermediate_2	1
YGR248W_fc_intermediate_3	1
YGR249W_fc	1
YGR252W_fc	1
YGR253C_fc	1
YGR254W_fc	1
YGR254W_fc_andNotIntermediate	1
YGR254W_fc_intermediate_1	1
YGR255C_fc	1
YGR256W_fc	1
YGR256W_fc_intermediate_1	1
YGR260W_fc	1
YGR262C_fc	1
YGR264C_fc	1
YGR264C_fc_intermediate_1	1
YGR267C_fc	1
YGR279C_fc	1
YGR279C_fc_andNotIntermediate	1
YGR279C_fc_intermediate_1	1
YGR279C_fc_intermediate_2	1
YGR280C_fc	1
YGR282C_fc	1
YGR282C_fc_intermediate_1	1
YGR284C_fc	1
YGR285C_fc	1
YGR285C_fc_intermediate_1	1
YGR285C_fc_intermediate_2	1
YGR286C_fc	1
YGR295C_fc	1
YHL001W_fc	1
YHL001W_fc_intermediate_1	1
YHL001W_fc_intermediate_2	1
YHL002W_fc	1
YHL003C_fc	1
YHL004W_fc	1
YHL008C_fc	1
YHL009C_fc	1
YHL011C_fc	1
YHL013C_fc	1
YHL020C_fc	1
YHL021C_fc	1
YHL021C_fc_intermediate_1	1
YHL025W_fc	1
YHL027W_fc	1
YHL027W_fc_intermediate_1	1
YHL031C_fc	1
YHL032C_fc	1
YHL033C_fc	1
YHL033C_fc_intermediate_1	1
YHL034C_fc	1
YHL036W_fc	1
YHL048W_fc	1
YHR001W_fc	1
YHR006W_fc	1
YHR007C_fc	1
YHR007C_fc_intermediate_1	1
YHR007C_fc_intermediate_2	1
YHR007C_fc_intermediate_3	1
YHR008C_fc	1
YHR008C_fc_intermediate_1	1
YHR008C_fc_intermediate_2	1
YHR009C_fc	1
YHR010W_fc	1
YHR012W_fc	1
YHR013C_fc	1
YHR018C_fc	1
YHR019C_fc	1
YHR020W_fc	1
YHR021C_fc	1
YHR024C_fc	1
YHR025W_fc	1
YHR026W_fc	1
YHR027C_fc	1
YHR028C_fc	1
YHR029C_fc	1
YHR030C_fc	1
YHR030C_fc_andNotIntermediate	1
YHR030C_fc_intermediate_1	1
YHR030C_fc_intermediate_2	1
YHR033W_fc	1
YHR033W_fc_intermediate_1	1
YHR033W_fc_intermediate_2	1
YHR037W_fc	1
YHR039C_fc	1
YHR041C_fc	1
YHR042W_fc	1
YHR043C_fc	1
YHR047C_fc	1
YHR049W_fc	1
YHR050W_fc	1
YHR051W_fc	1
YHR051W_fc_intermediate_1	1
YHR052W_fc	1
YHR052W_fc_intermediate_1	1
YHR052W_fc_intermediate_2	1
YHR057C_fc	1
YHR063C_fc	1
YHR064C_fc	1
YHR064C_fc_intermediate_1	1
YHR065C_fc	1
YHR066W_fc	1
YHR068W_fc	1
YHR068W_fc_intermediate_1	1
YHR068W_fc_intermediate_2	1
YHR070W_fc	1
YHR071W_fc	1
YHR074W_fc	1
YHR081W_fc	1
YHR083W_fc	1
YHR084W_fc	1
YHR087W_fc	1
YHR087W_fc_intermediate_1	1
YHR088W_fc	1
YHR089C_fc	1
YHR089C_fc_intermediate_1	1
YHR090C_fc	1
YHR092C_fc	1
YHR094C_fc	1
YHR094C_fc_intermediate_1	1
YHR096C_fc	1
YHR096C_fc_intermediate_1	1
YHR096C_fc_intermediate_2	1
YHR097C_fc	1
YHR098C_fc	1
YHR099W_fc	1
YHR104W_fc	1
YHR104W_fc_andNotIntermediate	1
YHR104W_fc_intermediate_1	1
YHR104W_fc_intermediate_2	1
YHR107C_fc	1
YHR110W_fc	1
YHR110W_fc_intermediate_1	1
YHR112C_fc	1
YHR113W_fc	1
YHR121W_fc	1
YHR122W_fc	1
YHR123W_fc	1
YHR124W_fc	1
YHR128W_fc	1
YHR132C_fc	1
YHR135C_fc	1
YHR136C_fc	1
YHR136C_fc_intermediate_1	1
YHR136C_fc_intermediate_2	1
YHR137W_fc	1
YHR137W_fc_intermediate_1	1
YHR137W_fc_intermediate_2	1
YHR138C_fc	1
YHR138C_fc_intermediate_1	1
YHR140W_fc	1
YHR140W_fc_andNotIntermediate	1
YHR140W_fc_intermediate_1	1
YHR140W_fc_intermediate_2	1
YHR140W_fc_intermediate_3	1
YHR141C_fc	1
YHR142W_fc	1
YHR142W_fc_intermediate_1	1
YHR143W_fc	1
YHR143W_fc_intermediate_1	1
YHR143W_fc_intermediate_2	1
YHR146W_fc	1
YHR146W_fc_intermediate_1	1
YHR147C_fc	1
YHR150W_fc	1
YHR161C_fc	1
YHR162W_fc	1
YHR162W_fc_intermediate_1	1
YHR162W_fc_intermediate_2	1
YHR163W_fc	1
YHR170W_fc	1
YHR170W_fc_intermediate_1	1
YHR170W_fc_intermediate_2	1
YHR174W_fc	1
YHR175W_fc	1
YHR178W_fc	1
YHR179W_fc	1
YHR181W_fc	1
YHR183W_fc	1
YHR183W_fc_intermediate_1	1
YHR190W_fc	1
YHR193C_fc	1
YHR193C_fc_intermediate_1	1
YHR193C_fc_intermediate_2	1
YHR194W_fc	1
YHR195W_fc	1
YHR196W_fc	1
YHR198C_fc	1
YHR199C_fc	1
YHR200W_fc	1
YHR201C_fc	1
YHR203C_fc	1
YHR205W_fc	1
YHR206W_fc	1
YHR208W_fc	1
YHR215W_fc	1
YHR216W_fc	1
YIL003W_fc	1
YIL004C_fc	1
YIL009W_fc	1
YIL009W_fc_intermediate_1	1
YIL010W_fc	1
YIL016W_fc	1
YIL018W_fc	1
YIL018W_fc_intermediate_1	1
YIL020C_fc	1
YIL021W_fc	1
YIL022W_fc	1
YIL027C_fc	1
YIL033C_fc	1
YIL033C_fc_intermediate_1	1
YIL034C_fc	1
YIL035C_fc	1
YIL036W_fc	1
YIL039W_fc	1
YIL040W_fc	1
YIL041W_fc	1
YIL043C_fc	1
YIL044C_fc	1
YIL045W_fc	1
YIL046W_fc	1
YIL050W_fc	1
YIL051C_fc	1
YIL052C_fc	1
YIL053W_fc	1
YIL053W_fc_intermediate_1	1
YIL056W_fc	1
YIL056W_fc_intermediate_1	1
YIL056W_fc_intermediate_2	1
YIL057C_fc	1
YIL057C_fc_intermediate_1	1
YIL062C_fc	1
YIL064W_fc	1
YIL065C_fc	1
YIL069C_fc	1
YIL070C_fc	1
YIL074C_fc	1
YIL074C_fc_intermediate_1	1
YIL074C_fc_intermediate_2	1
YIL075C_fc	1
YIL076W_fc	1
YIL076W_fc_intermediate_1	1
YIL076W_fc_intermediate_2	1
YIL077C_fc	1
YIL077C_fc_intermediate_1	1
YIL077C_fc_intermediate_2	1
YIL077C_fc_intermediate_3	1
YIL078W_fc	1
YIL079C_fc	1
YIL083C_fc	1
YIL087C_fc	1
YIL090W_fc	1
YIL094C_fc	1
YIL094C_fc_andNotIntermediate	1
YIL094C_fc_intermediate_1	1
YIL101C_fc	1
YIL101C_fc_intermediate_1	1
YIL101C_fc_intermediate_2	1
YIL103W_fc	1
YIL105C_fc	1
YIL106W_fc	1
YIL106W_fc_intermediate_1	1
YIL107C_fc	1
YIL108W_fc	1
YIL109C_fc	1
YIL111W_fc	1
YIL114C_fc	1
YIL116W_fc	1
YIL118W_fc	1
YIL118W_fc_andNotIntermediate	1
YIL118W_fc_intermediate_1	1
YIL118W_fc_intermediate_2	1
YIL119C_fc	1
YIL121W_fc	1
YIL123W_fc	1
YIL123W_fc_andNotIntermediate	1
YIL123W_fc_intermediate_1	1
YIL123W_fc_intermediate_2	1
YIL123W_fc_intermediate_3	1
YIL124W_fc	1
YIL126W_fc	1
YIL127C_fc	1
YIL131C_fc	1
YIL133C_fc	1
YIL133C_fc_intermediate_1	1
YIL136W_fc	1
YIL136W_fc_andNotIntermediate	1
YIL136W_fc_intermediate_1	1
YIL138C_fc	1
YIL142W_fc	1
YIL145C_fc	1
YIL146C_fc	1
YIL148W_fc	1
YIL154C_fc	1
YIL155C_fc	1
YIL157C_fc	1
YIL158W_fc	1
YIL160C_fc	1
YIL162W_fc	1
YIL162W_fc_intermediate_1	1
YIL165C_fc	1
YIR004W_fc	1
YIR006C_fc	1
YIR016W_fc	1
YIR017C_fc	1
YIR018W_fc	1
YIR022W_fc	1
YIR023W_fc	1
YIR026C_fc	1
YIR028W_fc	1
YIR029W_fc	1
YIR030C_fc	1
YIR031C_fc	1
YIR032C_fc	1
YIR033W_fc	1
YIR034C_fc	1
YIR035C_fc	1
YIR036C_fc	1
YIR037W_fc	1
YIR038C_fc	1
YIR038C_fc_andNotIntermediate	1
YIR038C_fc_intermediate_1	1
YIR038C_fc_intermediate_2	1
YIR038C_fc_intermediate_3	1
YIR038C_fc_intermediate_4	1
YJL001W_fc	1
YJL002C_fc	1
YJL003W_fc	1
YJL004C_fc	1
YJL008C_fc	1
YJL012C_fc	1
YJL024C_fc	1
YJL026W_fc	1
YJL033W_fc	1
YJL034W_fc	1
YJL036W_fc	1
YJL041W_fc	1
YJL042W_fc	1
YJL044C_fc	1
YJL048C_fc	1
YJL048C_fc_intermediate_1	1
YJL052W_fc	1
YJL052W_fc_intermediate_1	1
YJL052W_fc_intermediate_2	1
YJL053W_fc	1
YJL055W_fc	1
YJL056C_fc	1
YJL060W_fc	1
YJL060W_fc_intermediate_1	1
YJL060W_fc_intermediate_2	1
YJL060W_fc_intermediate_3	1
YJL061W_fc	1
YJL068C_fc	1
YJL069C_fc	1
YJL078C_fc	1
YJL078C_fc_intermediate_1	1
YJL079C_fc	1
YJL079C_fc_andNotIntermediate	1
YJL079C_fc_intermediate_1	1
YJL079C_fc_intermediate_2	1
YJL079C_fc_intermediate_3	1
YJL080C_fc	1
YJL081C_fc	1
YJL088W_fc	1
YJL088W_fc_intermediate_1	1
YJL088W_fc_intermediate_2	1
YJL088W_fc_intermediate_3	1
YJL089W_fc	1
YJL094C_fc	1
YJL096W_fc	1
YJL097W_fc	1
YJL100W_fc	1
YJL101C_fc	1
YJL101C_fc_andNotIntermediate	1
YJL101C_fc_intermediate_1	1
YJL101C_fc_intermediate_2	1
YJL104W_fc	1
